Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,Density,admixture,Coarse aggregate
4446,343.81,0.0,368.47,178.07,890.34,159.8,0.179,912.04,28,122.77,2352.43,26.27,363.98
4447,256.79,82.51,155.78,55.01,550.09,170.96,0.311,752.63,14,71.858,2601.39,10.2,1117.52
4448,349.6,0.0,449.48,199.77,998.84,151.04,0.151,988.62,28,139.22,2172.02,33.52,0.0
4449,341.19,0.0,464.27,201.37,1006.83,145.34,0.144,998.28,28,144.45,2184.11,33.66,0.0
4450,220.08,97.76,73.21,0.0,391.06,173.08,0.443,717.52,7,35.482,2477.04,2.94,1192.44
4451,255.52,80.1,144.98,53.4,534.0,142.52,0.267,756.45,14,70.269,2512.69,8.38,1071.34
4452,279.35,50.41,202.45,99.94,632.15,129.97,0.206,751.92,28,104.05,2495.9,16.65,965.2
4453,351.46,0.0,452.45,200.98,1004.89,141.66,0.141,1020.56,28,140.1,2207.15,40.04,0.0
4454,332.66,0.0,367.68,175.09,875.43,145.11,0.166,993.0,28,124.0,2290.94,27.15,250.26
4455,309.81,25.09,269.66,132.32,736.88,123.32,0.167,801.76,14,101.151,2371.61,20.49,689.16
4456,332.62,0.0,384.43,179.26,896.31,149.58,0.167,960.34,28,125.78,2057.96,29.13,22.6
4457,196.76,81.98,49.19,0.0,327.93,153.88,0.469,789.55,3,15.542,2508.84,2.45,1235.04
4458,220.54,98.21,74.09,0.0,392.84,176.4,0.449,795.64,7,37.721,2605.5,3.89,1236.73
4459,236.95,88.6,118.47,29.87,473.89,172.33,0.364,738.63,14,56.354,2564.26,4.92,1174.48
4460,250.79,85.86,131.22,41.48,509.34,176.24,0.346,735.01,28,63.81,2600.67,6.86,1173.23
4461,288.25,50.2,211.43,104.19,654.08,121.25,0.185,781.55,28,104.65,2509.83,17.42,935.52
4462,332.47,0.0,425.08,189.39,946.93,133.89,0.141,909.55,7,80.909,2096.42,28.45,77.6
4463,253.12,86.78,132.27,41.68,513.85,179.11,0.349,709.37,14,61.509,2576.19,7.56,1166.29
4464,347.34,0.0,504.7,213.01,1065.04,157.42,0.148,1076.72,28,149.55,2339.37,40.19,0.0
4465,329.41,0.0,403.63,183.26,916.3,147.71,0.161,927.08,3,52.862,2050.55,32.71,26.74
4466,227.14,95.7,101.46,13.83,438.14,153.34,0.35,703.99,7,46.314,2546.54,4.06,1247.02
4467,333.48,0.0,419.72,188.3,941.49,145.58,0.155,921.91,14,114.969,2432.56,29.99,393.59
4468,344.45,0.0,377.86,180.58,902.89,162.72,0.18,972.11,28,123.7,2095.07,24.4,32.95
4469,189.04,78.76,47.26,0.0,315.06,153.09,0.486,775.84,3,10.421,2405.08,2.38,1158.71
4470,227.15,97.73,96.39,10.11,431.38,167.92,0.389,755.16,7,44.689,2523.76,3.42,1165.89
4471,223.71,99.51,86.8,3.99,414.01,166.56,0.402,685.89,14,41.929,2503.59,3.08,1234.04
4472,343.66,0.0,458.94,200.65,1003.25,156.37,0.156,1004.01,28,142.98,2201.53,37.9,0.0
4473,190.54,79.39,47.63,0.0,317.56,150.82,0.475,755.42,3,9.26,2411.25,2.32,1185.13
4474,286.66,47.83,213.18,104.85,652.52,142.53,0.218,827.56,28,105.34,2543.75,15.06,906.09
4475,337.39,0.0,433.78,192.79,963.96,148.55,0.154,951.94,28,131.56,2101.28,36.82,0.0
4476,249.29,84.94,130.97,41.82,507.02,155.07,0.306,748.13,28,64.159,2569.34,6.99,1152.13
4477,199.09,82.95,49.77,0.0,331.81,146.84,0.443,728.46,3,14.11,2397.95,2.95,1187.89
4478,223.61,94.99,97.94,12.19,428.74,156.75,0.366,769.61,7,45.688,2545.19,5.45,1184.65
4479,258.38,83.2,157.61,55.46,554.65,172.86,0.312,774.72,14,74.718,2597.01,8.47,1086.32
4480,259.35,82.29,172.9,61.79,576.32,162.54,0.282,744.58,28,83.61,2541.85,11.85,1046.55
4481,336.34,0.0,377.57,178.48,892.38,158.28,0.177,984.57,3,52.29,2083.46,29.45,18.78
4482,203.09,84.62,50.77,0.0,338.48,153.81,0.454,749.32,7,24.839,2438.83,2.24,1194.97
4483,216.11,95.67,70.91,0.0,382.7,163.04,0.426,717.52,14,36.768,2493.24,3.13,1226.85
4484,349.95,0.0,449.93,199.97,999.85,147.98,0.148,1086.45,28,138.82,2269.33,35.05,0.0
4485,202.18,84.24,50.54,0.0,336.97,156.8,0.465,798.94,3,19.478,2491.91,1.96,1197.25
4486,218.37,97.82,75.09,0.0,391.28,175.48,0.448,733.14,7,36.73,2518.86,3.2,1215.76
4487,247.03,84.65,129.15,40.75,501.57,156.15,0.311,714.62,14,62.071,2510.21,6.22,1131.66
4488,280.56,57.77,193.4,96.2,627.93,138.35,0.22,779.17,28,101.6,2503.52,13.98,944.1
4489,195.55,81.48,48.89,0.0,325.92,138.55,0.425,755.95,3,19.15,2447.68,2.15,1225.11
4490,217.5,95.97,86.33,5.31,405.11,157.73,0.389,763.95,7,42.62,2558.28,3.49,1228.0
4491,257.18,85.95,137.32,45.55,526.0,152.86,0.291,719.6,14,65.531,2548.23,7.67,1142.1
4492,275.26,61.09,183.63,91.8,611.78,133.14,0.218,849.75,28,100.03,2586.21,14.07,977.47
4493,194.15,80.9,48.54,0.0,323.59,147.13,0.455,798.56,3,15.273,2492.4,2.34,1220.78
4494,216.02,94.1,66.29,0.0,376.41,159.01,0.422,798.39,7,34.082,2538.4,2.28,1202.31
4495,247.51,89.52,123.76,34.24,495.03,163.83,0.331,744.28,14,59.584,2607.96,5.0,1199.83
4496,349.98,0.0,456.25,201.56,1007.79,159.05,0.158,1038.6,28,141.09,2243.42,37.99,0.0
4497,192.13,80.06,48.03,0.0,320.22,150.88,0.471,766.92,3,12.758,2402.7,2.51,1162.16
4498,207.56,86.48,51.89,0.0,345.93,147.16,0.425,753.9,7,23.13,2403.26,3.11,1153.16
4499,253.36,79.72,141.79,52.0,526.87,167.67,0.318,729.92,14,69.563,2568.48,9.64,1134.38
4500,221.28,91.38,103.47,16.87,433.0,157.86,0.365,690.37,28,47.79,2437.28,5.78,1150.27
4501,189.83,79.1,47.46,0.0,316.38,144.01,0.455,701.12,3,11.98,2336.1,1.87,1172.72
4502,344.78,0.0,443.29,197.02,985.08,144.47,0.147,1035.32,28,136.17,2194.73,29.86,0.0
4503,347.07,0.0,446.24,198.33,991.64,140.75,0.142,1091.67,28,134.45,2259.72,35.65,0.0
4504,331.34,0.0,419.04,187.6,937.98,132.59,0.141,906.37,28,129.35,2130.38,35.05,118.39
4505,193.65,80.69,48.41,0.0,322.74,146.8,0.455,774.91,3,12.406,2421.36,2.32,1174.59
4506,331.27,0.0,420.66,187.98,939.91,138.85,0.148,999.97,7,89.739,2420.7,30.79,311.18
4507,222.74,94.3,98.36,12.73,428.13,174.23,0.407,718.97,14,45.677,2525.15,4.95,1198.86
4508,251.84,83.62,166.27,55.75,557.47,158.89,0.285,737.74,28,79.418,2592.25,10.67,1127.49
4509,196.4,81.84,49.1,0.0,327.34,160.0,0.489,705.88,3,15.095,2398.45,2.28,1202.95
4510,340.04,1.82,337.12,168.38,847.36,137.1,0.162,830.33,7,79.117,2558.86,21.31,722.76
4511,230.35,90.92,115.17,24.25,460.69,172.19,0.374,716.02,14,50.694,2509.43,4.93,1155.61
4512,254.42,79.96,142.52,52.35,529.25,159.44,0.301,746.32,28,69.64,2586.16,9.46,1141.69
4513,196.04,81.68,49.01,0.0,326.73,158.69,0.486,747.05,3,18.392,2403.15,2.45,1168.23
4514,201.79,84.08,50.45,0.0,336.32,151.69,0.451,709.77,7,22.045,2397.44,2.8,1196.86
4515,299.18,40.68,235.33,114.83,690.02,117.69,0.171,846.24,28,108.21,2587.82,18.99,914.88
4516,280.57,57.17,194.25,96.56,628.55,137.29,0.218,812.73,28,101.81,2508.03,14.92,914.55
4517,344.66,0.0,499.32,211.0,1054.98,147.07,0.139,1079.46,3,74.498,2323.29,41.78,0.0
4518,202.9,84.54,50.73,0.0,338.17,140.62,0.416,798.38,7,26.282,2516.19,3.24,1235.78
4519,226.26,88.62,113.13,24.51,452.52,162.73,0.36,682.9,14,52.04,2459.43,6.19,1155.09
4520,341.56,0.0,471.08,203.16,1015.8,138.4,0.136,1079.03,28,145.5,2270.8,37.56,0.0
4521,194.18,80.91,48.55,0.0,323.63,149.92,0.463,731.99,3,13.0,2382.39,2.53,1174.32
4522,346.87,0.0,477.17,206.01,1030.04,145.8,0.142,988.03,7,99.477,2205.16,41.28,0.0
4523,306.36,33.36,252.98,123.16,715.86,137.96,0.193,843.91,14,97.455,2435.2,18.09,719.39
4524,289.99,44.73,220.73,108.2,663.66,142.19,0.214,765.1,28,106.52,2569.5,17.93,980.64
4525,193.85,80.77,48.46,0.0,323.09,150.7,0.466,729.19,3,12.171,2359.7,1.83,1154.89
4526,335.69,0.0,431.61,191.82,959.12,151.59,0.158,1057.46,7,97.147,2201.58,33.41,0.0
4527,224.54,96.85,94.69,9.56,425.64,175.5,0.412,756.7,14,44.141,2532.16,3.32,1170.99
4528,255.72,83.61,138.98,47.95,526.26,161.64,0.307,742.37,28,67.04,2546.28,7.35,1108.65
4529,285.78,47.2,213.2,104.81,650.99,139.53,0.214,819.03,3,42.749,2526.87,17.32,900.0
4530,343.4,0.0,498.59,210.5,1052.49,156.97,0.149,1049.7,28,149.49,2299.28,40.12,0.0
4531,253.5,83.81,165.54,55.87,558.72,164.09,0.294,774.47,14,78.76,2616.28,10.77,1108.23
4532,324.94,18.63,295.13,145.7,784.41,130.87,0.167,869.92,28,115.25,2604.04,23.19,795.64
4533,188.0,78.33,47.0,0.0,313.33,137.75,0.44,763.04,3,9.112,2446.92,2.12,1230.68
4534,283.79,53.53,202.45,100.18,639.94,148.52,0.232,841.71,7,65.084,2613.8,15.3,968.33
4535,225.57,100.23,87.78,4.22,417.8,165.65,0.396,778.76,14,41.414,2580.35,3.91,1214.24
4536,280.57,50.25,203.86,100.6,635.28,142.25,0.224,845.29,28,104.18,2551.02,14.67,913.52
4537,199.46,83.11,49.86,0.0,332.43,143.58,0.432,760.38,3,15.737,2417.96,2.38,1179.2
4538,342.55,0.0,440.42,195.74,978.71,155.04,0.158,1015.14,28,136.59,2187.21,38.32,0.0
4539,223.03,92.92,102.24,15.5,433.69,166.09,0.383,721.42,14,47.149,2511.2,5.2,1184.8
4540,255.51,81.98,154.41,54.66,546.56,149.83,0.274,764.52,28,74.172,2598.24,9.45,1127.89
4541,189.05,78.77,47.26,0.0,315.08,144.31,0.458,747.7,3,12.854,2439.02,2.54,1229.39
4542,207.56,86.48,51.89,0.0,345.93,152.69,0.441,790.69,7,26.365,2498.62,2.67,1206.64
4543,223.74,98.49,89.38,5.88,417.48,175.22,0.42,737.33,14,41.58,2488.52,4.73,1153.75
4544,255.97,84.46,138.1,46.9,525.43,159.7,0.304,721.91,28,66.42,2592.27,8.43,1176.8
4545,338.92,0.0,435.76,193.67,968.35,140.83,0.145,1022.9,28,134.3,2168.35,36.26,0.0
4546,238.92,88.75,119.46,30.71,477.84,175.92,0.368,716.42,7,57.134,2552.1,5.49,1176.44
4547,255.8,74.62,170.53,67.49,568.44,138.79,0.244,767.34,14,88.245,2556.63,13.94,1068.13
4548,226.08,93.89,104.38,16.26,440.61,175.15,0.398,732.18,28,47.38,2520.01,5.91,1166.15
4549,198.86,82.86,49.72,0.0,331.43,148.81,0.449,763.54,3,17.085,2467.74,2.54,1221.41
4550,333.57,0.0,365.92,174.87,874.36,145.66,0.167,916.26,7,89.496,2029.25,27.83,65.13
4551,337.9,0.0,421.96,189.96,949.82,154.03,0.162,923.36,28,128.85,2243.21,28.63,187.37
4552,292.61,39.46,230.61,112.5,675.18,138.38,0.205,778.41,28,108.31,2602.3,18.29,992.04
4553,199.2,83.0,49.8,0.0,332.0,148.17,0.446,737.84,3,19.52,2392.93,2.59,1172.33
4554,284.01,47.84,210.57,103.61,646.03,135.66,0.21,828.9,28,105.19,2612.96,16.92,985.45
4555,340.83,0.0,438.21,194.76,973.8,154.26,0.158,1079.05,28,136.3,2237.9,30.78,0.0
4556,270.15,67.63,180.1,82.45,600.33,126.03,0.21,772.85,28,95.78,2502.68,12.02,991.45
4557,194.94,81.22,48.73,0.0,324.89,148.01,0.456,789.23,3,16.208,2476.6,2.78,1211.69
4558,218.8,97.81,83.67,3.01,403.3,167.45,0.415,742.41,7,41.495,2511.05,3.21,1194.69
4559,253.6,81.69,154.84,54.46,544.58,171.34,0.315,745.0,14,73.211,2599.36,9.51,1128.93
4560,294.87,45.48,224.45,110.02,674.83,129.83,0.192,809.68,28,106.52,2590.1,16.61,959.15
4561,340.78,0.0,438.15,194.73,973.66,148.21,0.152,955.08,3,58.567,2113.16,36.21,0.0
4562,352.92,0.0,455.19,202.03,1010.13,157.54,0.156,962.35,28,140.25,2161.65,31.62,0.0
4563,252.28,85.74,132.83,42.63,513.48,162.5,0.316,732.66,14,62.291,2528.76,6.41,1113.71
4564,229.92,89.96,114.96,25.0,459.84,157.4,0.342,736.18,28,52.18,2556.51,6.74,1196.36
4565,337.28,0.0,344.35,170.41,852.03,166.74,0.196,996.26,3,50.16,2365.78,25.8,324.96
4566,228.5,94.0,107.76,18.09,448.35,172.19,0.384,757.81,7,48.07,2609.32,4.17,1226.8
4567,323.76,23.05,286.88,141.13,774.82,126.5,0.163,850.07,28,114.05,2391.01,20.27,619.36
4568,251.72,84.19,134.32,44.49,514.72,173.73,0.338,718.79,28,65.48,2542.01,6.78,1127.99
4569,196.44,81.85,49.11,0.0,327.4,143.81,0.439,764.04,3,16.877,2479.29,2.09,1241.94
4570,215.1,95.7,72.01,0.0,382.81,162.86,0.425,783.01,7,36.839,2578.59,2.75,1247.15
4571,253.92,83.98,136.73,46.23,520.87,158.04,0.303,738.77,14,66.254,2561.71,7.6,1136.43
4572,324.75,22.19,289.24,142.4,778.58,144.2,0.185,816.5,28,114.3,2560.75,22.25,799.21
4573,343.94,0.0,491.56,208.87,1044.37,145.77,0.14,1023.0,3,64.883,2255.14,42.01,0.0
4574,220.31,93.05,97.86,13.01,424.23,165.5,0.39,728.89,7,46.134,2525.17,4.36,1202.19
4575,344.61,0.0,454.78,199.85,999.24,141.88,0.142,1011.38,14,127.179,2192.79,40.28,0.0
4576,300.23,33.74,246.25,119.75,699.97,116.33,0.166,848.93,28,110.36,2251.99,19.37,567.39
4577,194.23,80.93,48.56,0.0,323.72,139.94,0.432,734.07,3,13.142,2355.11,2.63,1154.75
4578,315.53,29.2,268.8,131.48,745.02,145.0,0.195,847.86,28,112.16,2359.25,19.26,602.12
4579,222.67,93.56,100.11,14.03,430.37,167.74,0.39,720.73,14,46.522,2517.62,5.46,1193.32
4580,283.54,47.91,210.02,103.35,644.82,142.39,0.221,768.5,28,105.14,2495.54,16.79,923.04
4581,198.41,82.67,49.6,0.0,330.68,145.57,0.44,711.59,3,17.155,2378.69,2.11,1188.74
4582,205.74,85.73,51.44,0.0,342.91,148.45,0.433,708.18,7,26.787,2364.58,2.45,1162.6
4583,249.92,78.26,141.4,52.18,521.76,161.82,0.31,743.46,14,67.867,2514.44,9.54,1077.86
4584,225.6,89.96,112.8,22.84,451.21,160.04,0.355,702.02,28,50.31,2475.84,5.69,1156.89
4585,207.76,86.56,51.94,0.0,346.26,157.26,0.454,705.86,3,22.169,2436.54,3.17,1223.99
4586,245.24,89.19,122.62,33.43,490.49,178.34,0.364,731.95,7,58.004,2560.74,7.23,1152.73
4587,338.31,0.0,414.43,188.18,940.91,149.47,0.159,986.33,14,113.74,2252.96,30.31,145.93
4588,338.75,0.0,342.5,170.31,851.56,153.01,0.18,936.08,28,120.44,2035.9,22.0,73.25
4589,350.74,0.0,459.64,202.59,1012.97,158.42,0.156,1083.52,3,56.855,2286.91,32.0,0.0
4590,206.42,86.01,51.6,0.0,344.03,154.26,0.448,781.74,7,29.129,2460.83,3.14,1177.66
4591,233.65,91.21,116.83,25.61,467.3,175.4,0.375,685.95,14,51.163,2514.12,6.33,1179.14
4592,247.02,84.69,129.09,40.68,501.48,174.03,0.347,746.96,28,63.707,2534.04,8.1,1103.47
4593,189.87,79.11,47.47,0.0,316.45,150.86,0.477,704.8,3,10.925,2403.08,2.47,1228.49
4594,351.97,0.0,465.25,204.3,1021.52,148.65,0.146,1077.37,7,91.58,2279.4,31.86,0.0
4595,218.79,93.8,93.69,10.36,416.64,163.53,0.392,750.08,14,44.975,2538.89,3.63,1205.01
4596,253.52,79.87,145.85,53.25,532.5,159.24,0.299,727.47,28,71.3,2573.36,10.15,1144.0
4597,353.68,0.0,472.31,206.5,1032.49,152.73,0.148,1089.74,28,142.98,2313.24,38.27,0.0
4598,203.47,84.78,50.87,0.0,339.11,154.67,0.456,768.08,7,18.17,2455.0,2.28,1190.84
4599,295.92,44.88,226.31,110.86,677.97,133.67,0.197,798.25,28,106.76,2609.51,17.26,982.35
4600,222.11,100.74,81.32,0.4,404.56,178.24,0.441,765.49,28,40.2,2540.82,3.8,1188.72
4601,190.83,79.51,47.71,0.0,318.05,140.36,0.441,712.74,3,10.815,2335.28,2.61,1161.53
4602,207.93,86.64,51.98,0.0,346.55,143.93,0.415,720.38,7,26.19,2448.6,3.04,1234.69
4603,318.77,21.74,283.98,139.81,764.31,130.89,0.171,873.15,14,97.537,2404.91,22.14,614.42
4604,332.84,0.0,352.89,171.43,857.17,143.64,0.168,997.47,28,122.34,2284.44,26.88,259.27
4605,329.69,0.0,403.56,183.31,916.56,141.34,0.154,951.41,3,63.174,2435.15,31.81,394.04
4606,205.0,85.42,51.25,0.0,341.67,143.83,0.421,765.25,7,21.849,2424.18,2.95,1170.49
4607,296.1,35.84,239.05,116.24,687.22,124.21,0.181,813.64,14,95.806,2603.03,20.4,957.56
4608,339.2,0.0,436.11,193.83,969.14,146.63,0.151,952.54,28,133.81,2103.34,35.04,0.0
4609,297.16,34.49,241.98,117.54,691.17,135.47,0.196,841.33,3,51.021,2419.27,20.14,731.16
4610,345.4,0.0,444.09,197.37,986.87,157.51,0.16,973.76,7,97.995,2157.12,38.99,0.0
4611,251.65,83.22,135.53,45.84,516.24,174.12,0.337,719.73,14,63.896,2555.92,9.05,1136.79
4612,333.5,0.0,333.75,166.81,834.07,155.26,0.186,914.12,28,120.03,2101.46,21.96,176.05
4613,188.44,78.52,47.11,0.0,314.06,142.5,0.454,791.75,3,11.448,2490.34,2.5,1239.53
4614,212.09,92.09,64.19,0.0,368.36,164.08,0.445,743.81,7,34.76,2442.7,3.3,1163.14
4615,254.8,81.14,141.33,50.9,528.17,172.46,0.327,738.97,14,68.338,2621.73,8.48,1173.65
4616,228.44,90.0,114.22,24.22,456.88,166.91,0.365,722.38,28,51.501,2506.99,6.11,1154.71
4617,191.69,79.87,47.92,0.0,319.48,156.68,0.49,791.99,3,15.279,2469.45,2.37,1198.93
4618,324.54,20.64,291.51,143.69,780.38,151.97,0.195,806.14,7,70.993,2335.47,22.85,574.12
4619,343.82,0.0,442.06,196.47,982.35,154.73,0.158,1016.01,28,136.8,2191.39,38.3,0.0
4620,318.47,18.67,288.61,142.44,768.18,128.29,0.167,819.09,28,115.14,2436.71,22.92,698.22
4621,195.59,81.5,48.9,0.0,325.98,141.45,0.434,700.58,3,18.572,2371.45,2.96,1200.49
4622,224.34,92.42,105.45,17.51,439.72,160.31,0.365,721.17,7,47.964,2564.62,4.38,1239.03
4623,337.07,5.47,328.33,163.62,834.48,133.83,0.16,815.18,14,106.266,2322.46,24.94,514.03
4624,343.37,0.0,469.28,203.16,1015.81,148.28,0.146,986.77,28,144.79,2184.29,33.43,0.0
4625,189.09,78.79,47.27,0.0,315.15,151.61,0.481,752.65,3,11.089,2450.84,2.3,1229.12
4626,350.08,0.0,450.1,200.04,1000.22,141.66,0.142,1092.59,7,97.744,2273.38,38.91,0.0
4627,239.84,90.77,119.92,29.15,479.69,157.76,0.329,719.72,14,52.99,2540.12,7.18,1175.76
4628,341.56,0.0,352.58,173.53,867.67,137.39,0.158,909.16,28,121.27,1949.44,26.84,8.38
4629,199.53,83.14,49.88,0.0,332.55,140.49,0.422,749.97,3,18.626,2406.29,2.6,1180.68
4630,216.94,96.77,83.48,3.37,400.55,165.84,0.414,708.25,7,41.681,2433.5,3.53,1155.32
4631,257.28,86.85,136.24,44.32,524.69,181.05,0.345,715.11,14,64.826,2599.54,8.42,1170.28
4632,336.74,0.0,432.95,192.42,962.1,146.3,0.152,1060.76,28,134.58,2202.38,33.22,0.0
4633,201.77,84.07,50.44,0.0,336.28,155.67,0.463,769.62,3,24.423,2511.52,2.26,1247.7
4634,230.94,89.91,115.47,25.56,461.88,168.58,0.365,706.9,7,48.415,2535.24,5.28,1192.6
4635,344.49,0.0,460.28,201.19,1005.96,153.32,0.152,1090.7,14,124.507,2286.98,37.0,0.0
4636,335.71,0.0,411.87,186.9,934.49,148.75,0.159,982.12,28,128.15,2426.0,35.4,325.24
4637,332.87,0.0,348.8,170.42,852.09,143.57,0.168,976.87,28,121.87,2385.73,26.97,386.22
4638,223.75,95.73,96.31,10.96,426.74,161.14,0.378,756.15,7,45.136,2585.33,4.69,1236.62
4639,250.89,82.23,160.24,54.82,548.18,162.36,0.296,733.72,14,77.282,2547.78,10.46,1093.07
4640,295.8,42.44,229.59,112.24,680.07,135.14,0.199,789.41,28,107.52,2600.97,16.8,979.56
4641,193.98,80.83,48.5,0.0,323.3,139.51,0.432,794.09,3,12.242,2480.74,2.49,1221.34
4642,209.33,87.22,52.33,0.0,348.89,155.66,0.446,729.02,7,27.876,2473.85,3.31,1236.98
4643,256.05,81.61,141.93,51.05,530.63,165.8,0.312,743.38,14,68.733,2626.62,8.75,1178.05
4644,338.28,0.0,354.74,173.26,866.28,165.18,0.191,910.95,28,121.9,2065.58,24.16,99.02
4645,198.95,82.9,49.74,0.0,331.58,159.75,0.482,766.6,3,17.995,2488.4,2.29,1228.18
4646,348.75,0.0,448.4,199.29,996.44,143.14,0.144,1004.73,7,96.459,2177.24,32.93,0.0
4647,253.04,82.68,137.59,47.53,520.83,175.24,0.336,743.96,14,66.987,2577.08,9.23,1127.81
4648,292.85,46.18,221.51,108.68,669.21,140.28,0.21,795.65,28,106.2,2532.09,16.21,910.75
4649,197.94,82.48,49.49,0.0,329.9,146.28,0.443,707.3,3,15.051,2401.73,2.29,1215.95
4650,216.19,92.7,61.92,0.0,370.82,161.6,0.436,717.82,7,33.398,2462.14,3.19,1208.71
4651,235.73,90.64,117.87,27.23,471.47,177.49,0.376,731.55,14,53.875,2553.32,6.15,1166.66
4652,252.56,77.2,168.37,63.11,561.24,146.12,0.26,789.61,28,86.22,2531.57,12.74,1021.86
4653,197.18,82.16,49.3,0.0,328.64,151.18,0.46,789.19,3,13.653,2515.83,2.78,1244.04
4654,221.53,96.34,91.44,7.98,417.29,164.19,0.393,715.07,7,43.826,2494.06,4.34,1193.16
4655,257.21,81.53,150.44,54.35,543.52,165.55,0.305,764.71,14,72.26,2535.35,9.52,1052.05
4656,252.95,81.68,155.45,54.45,544.53,162.17,0.298,769.1,28,75.16,2589.92,9.36,1104.76
4657,191.77,79.9,47.94,0.0,319.61,160.72,0.503,775.45,3,11.307,2412.11,2.49,1153.83
4658,336.13,0.0,387.5,180.91,904.54,135.15,0.149,923.55,7,83.497,2382.71,25.77,393.7
4659,250.27,83.85,133.36,44.03,511.51,163.88,0.32,716.09,14,65.36,2526.5,8.18,1126.84
4660,348.92,0.0,448.61,199.38,996.9,153.5,0.154,1038.8,28,139.24,2223.83,34.63,0.0
4661,206.13,85.89,51.53,0.0,343.54,156.83,0.457,756.32,3,22.468,2475.72,2.11,1216.91
4662,218.48,98.01,82.69,2.38,401.55,163.55,0.407,777.93,7,41.184,2546.01,3.28,1199.7
4663,250.11,81.66,158.21,54.44,544.43,174.09,0.32,750.45,14,76.868,2532.43,9.5,1053.96
4664,338.74,0.0,404.72,185.86,929.32,157.19,0.169,960.98,28,127.1,2312.46,33.04,231.93
4665,194.76,81.15,48.69,0.0,324.59,164.81,0.508,758.14,3,12.435,2497.2,2.07,1247.59
4666,334.79,7.47,322.83,160.67,825.76,159.46,0.193,820.45,28,118.19,2481.55,24.77,651.11
4667,219.85,90.76,102.89,16.82,430.32,162.9,0.379,730.5,14,47.283,2502.77,5.52,1173.52
4668,303.66,34.82,247.95,120.5,706.93,137.85,0.195,826.61,28,110.15,2296.56,18.21,606.96
4669,196.82,82.01,49.21,0.0,328.04,157.18,0.479,706.93,3,17.287,2394.76,2.15,1200.46
4670,223.48,98.61,88.69,5.45,416.23,171.83,0.413,686.1,7,42.617,2513.41,3.51,1235.73
4671,290.08,50.33,213.02,104.96,658.4,143.62,0.218,785.62,28,104.71,2545.53,17.96,939.93
4672,320.16,18.39,290.73,143.53,772.81,146.71,0.19,811.85,28,115.24,2387.67,19.84,636.47
4673,331.35,0.0,372.43,175.94,879.72,147.43,0.168,971.94,28,124.67,2032.5,25.41,8.0
4674,335.42,0.0,424.73,190.04,950.19,153.77,0.162,943.48,28,129.4,2101.57,30.26,23.87
4675,342.25,3.11,337.28,168.33,850.95,152.22,0.179,873.23,28,119.27,2423.68,23.47,523.79
4676,211.88,91.77,63.43,0.0,367.07,150.67,0.41,745.69,28,34.559,2514.53,2.66,1248.43
4677,197.32,82.22,49.33,0.0,328.87,151.73,0.461,784.99,3,13.94,2439.84,2.68,1171.57
4678,209.1,88.27,55.72,0.0,353.09,154.55,0.438,734.68,7,31.108,2492.69,3.36,1247.01
4679,340.46,0.0,351.62,173.02,865.11,161.46,0.187,940.43,28,121.29,2186.55,23.57,195.99
4680,225.72,93.82,104.02,16.09,439.65,159.07,0.362,757.85,28,47.32,2598.47,4.51,1237.4
4681,192.11,80.04,48.03,0.0,320.18,140.42,0.439,742.73,3,13.166,2446.14,2.66,1240.14
4682,329.41,0.0,410.63,185.01,925.04,141.2,0.153,947.3,28,128.78,2347.5,28.9,305.07
4683,227.93,93.28,108.69,18.93,448.83,175.41,0.391,754.78,14,47.613,2624.49,5.92,1239.54
4684,251.03,83.58,167.35,55.88,557.85,147.31,0.264,793.73,28,80.085,2517.44,10.99,1007.57
4685,193.6,80.67,48.4,0.0,322.67,159.21,0.493,776.89,3,8.843,2449.54,2.51,1188.26
4686,338.95,0.0,483.25,205.55,1027.75,147.03,0.143,987.28,28,148.08,2198.18,36.12,0.0
4687,315.73,28.8,269.65,131.95,746.13,126.01,0.169,891.27,14,96.899,2300.54,20.7,516.43
4688,247.48,89.12,123.74,34.62,494.95,160.76,0.325,686.64,28,59.97,2517.33,5.56,1169.42
4689,336.88,0.0,433.13,192.5,962.52,146.07,0.152,1000.8,28,132.17,2143.83,34.44,0.0
4690,345.48,0.0,461.65,201.78,1008.91,152.45,0.151,962.83,28,143.03,2164.05,39.87,0.0
4691,341.74,0.0,493.37,208.78,1043.89,142.88,0.137,973.39,28,149.05,2193.56,33.4,0.0
4692,272.29,61.09,181.53,90.18,605.08,135.02,0.223,751.93,28,99.68,2510.28,12.77,1005.47
4693,205.01,85.42,51.25,0.0,341.69,144.88,0.424,767.15,3,22.028,2415.57,1.96,1159.89
4694,224.72,90.11,111.81,22.07,448.71,162.0,0.361,721.93,7,47.067,2577.17,5.83,1238.71
4695,251.06,82.28,160.35,54.85,548.54,150.69,0.275,766.27,14,77.439,2616.47,9.32,1141.65
4696,245.31,91.99,122.66,30.67,490.63,182.02,0.371,728.8,28,56.251,2595.86,6.86,1187.55
4697,199.96,83.32,49.99,0.0,333.27,161.92,0.486,773.9,3,18.893,2512.75,1.88,1241.78
4698,224.69,100.96,84.63,2.14,412.42,180.14,0.437,733.74,7,37.738,2481.07,4.07,1150.69
