Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,admixture,Coarse aggregate,SCMContent,Binder,WBRatio,AggregateToBinder,AdmixtureToBinder
4315,225.14,96.73,95.88,10.27,428.02,171.42,0.4,681.67,14,43.476,5.29,1199.63,202.88000000000002,428.02,0.40049530395775895,4.395355357226299,0.012359235549740668
4316,256.54,80.48,145.84,53.65,536.5,159.28,0.297,753.49,28,70.61,9.9,1072.34,279.96999999999997,536.51,0.2968816983840003,3.4031611712736014,0.01845259175038676
4317,345.81,0.0,444.62,197.61,988.04,156.94,0.159,998.35,28,139.71,36.52,0.0,642.23,988.04,0.1588397230881341,1.010434800210518,0.03696206631310474
4318,344.04,0.0,475.52,204.89,1024.45,156.5,0.153,955.75,28,145.67,42.4,0.0,680.41,1024.45,0.15276489823807896,0.932939626140856,0.04138806188686612
4319,251.71,89.64,127.14,36.64,505.13,160.55,0.318,729.21,14,59.494,5.98,1150.71,253.42000000000002,505.13,0.31783897214578427,3.72165581137529,0.011838536614336904
4320,328.22,0.0,413.31,185.38,926.92,145.68,0.157,935.95,28,129.18,27.6,61.94,598.69,926.9100000000001,0.1571673625271062,1.0765770139495745,0.02977635369129689
4321,343.94,0.43,343.25,171.58,859.2,140.06,0.163,875.26,28,119.9,24.23,745.11,515.26,859.2,0.163012104283054,1.885905493482309,0.028200651769087523
4322,212.9,91.97,63.0,0.0,367.87,159.4,0.433,799.3,7,31.549,3.29,1168.32,154.97,367.87,0.4333052437002202,5.348682958653872,0.00894337673634708
4323,258.63,82.53,154.01,55.02,550.19,150.13,0.273,779.3,14,72.007,9.05,1129.49,291.56,550.19,0.2728693723986259,3.4693287773314667,0.016448863120013087
4324,355.67,0.0,464.2,204.97,1024.84,155.16,0.151,1054.34,28,141.18,36.39,0.0,669.17,1024.84,0.15139924280863354,1.0287849810702159,0.03550798173373405
4325,199.16,82.98,49.79,0.0,331.93,158.68,0.478,785.47,3,19.953,2.27,1164.99,132.77,331.93,0.4780526014521134,5.876118458711174,0.006838791311421083
4326,227.04,97.04,97.95,11.29,433.31,177.9,0.411,713.68,7,40.894,4.5,1221.6,206.28,433.32,0.4105510938798117,4.466168189790454,0.010384934921074495
4327,253.88,80.94,150.81,53.96,539.59,155.93,0.289,778.03,14,71.311,9.78,1119.21,285.71,539.5899999999999,0.28897866898941793,3.516077021442207,0.018124872588446785
4328,309.23,27.27,265.59,130.07,732.17,124.51,0.17,837.16,28,112.55,21.63,530.64,422.92999999999995,732.16,0.1700584571678322,1.8681708916083917,0.029542722902097904
4329,332.29,0.0,427.23,189.88,949.41,150.01,0.158,1088.04,28,131.73,31.2,0.0,617.11,949.4000000000001,0.15800505582473137,1.1460290709922054,0.03286286075416052
4330,339.98,0.0,399.1,184.77,923.85,156.23,0.169,991.3,7,82.686,27.12,31.4,583.87,923.85,0.16910753910266818,1.1069978892677381,0.02935541484007144
4331,254.7,83.08,160.71,55.39,553.88,171.43,0.31,749.57,14,76.719,9.82,1119.78,299.18,553.88,0.30950747454322236,3.3750090272261137,0.017729472087816858
4332,342.9,0.0,445.15,197.01,985.06,137.83,0.14,1018.29,28,140.76,37.35,0.0,642.16,985.06,0.1399204109394352,1.033733985747061,0.037916472093070475
4333,194.74,81.14,48.69,0.0,324.57,140.87,0.434,745.41,3,15.954,2.74,1192.88,129.82999999999998,324.57,0.43402039621653266,5.971870474782019,0.008441938564870445
4334,219.43,96.53,70.15,0.0,386.11,169.36,0.439,707.35,7,32.944,3.06,1169.16,166.68,386.11,0.4386314780761959,4.860039885006864,0.007925202662453704
4335,314.03,20.92,280.57,138.19,753.71,137.22,0.182,804.31,28,114.45,22.41,546.97,439.68,753.71,0.18205941277149035,1.7928380942272226,0.029732921150044445
4336,262.39,78.37,174.93,67.41,583.1,143.83,0.247,725.75,28,87.8,12.18,1019.64,320.71000000000004,583.1,0.2466643800377294,2.993294460641399,0.020888355342136854
4337,197.38,82.24,49.35,0.0,328.97,146.55,0.445,712.42,3,15.078,2.55,1244.38,131.59,328.97,0.44548135088305924,5.948262759522145,0.007751466699091101
4338,339.92,0.0,351.15,172.77,863.84,146.99,0.17,922.28,7,85.147,25.64,338.49,523.92,863.8399999999999,0.17015882570846455,1.4594948138544177,0.029681422485645495
4339,339.67,1.86,336.69,168.16,846.39,163.12,0.193,825.78,14,106.024,22.84,706.96,506.71000000000004,846.3800000000001,0.1927266712351426,1.8109359862000518,0.026985514780595
4340,260.71,70.12,173.81,74.72,579.36,124.82,0.215,751.04,28,92.99,14.03,976.85,318.65,579.3599999999999,0.21544462855564764,2.9824116266224805,0.02421637669152168
4341,193.41,80.59,48.35,0.0,322.36,141.15,0.438,776.32,3,15.585,2.36,1174.14,128.94,322.35,0.43787808282922286,6.050752287885838,0.0073212346827982
4342,211.61,88.17,52.9,0.0,352.68,155.98,0.442,799.99,7,26.762,2.89,1236.95,141.07,352.68,0.44227061358738795,5.775603946920722,0.0081943971872519
4343,237.93,91.16,118.96,27.81,475.85,173.97,0.366,746.97,14,54.216,5.68,1151.17,237.93,475.86,0.365590719959652,3.9888622704156687,0.011936283780943973
4344,338.25,0.0,383.74,180.5,902.48,149.83,0.166,946.64,28,125.04,26.32,230.31,564.24,902.49,0.1660184600383384,1.3041141730102273,0.029163758047180577
4345,210.01,87.51,52.5,0.0,350.02,150.04,0.429,784.62,3,29.575,3.43,1181.98,140.01,350.02,0.4286612193588938,5.618536083652363,0.009799440031998173
4346,342.24,0.0,473.4,203.91,1019.55,145.83,0.143,1006.97,7,88.196,36.76,0.0,677.31,1019.55,0.14303369133441227,0.9876612230886176,0.036055122357902994
4347,285.79,50.43,208.71,102.92,647.85,135.75,0.21,785.18,14,104.433,16.27,931.58,362.06,647.85,0.20953924519564712,2.64993439839469,0.02511383807980242
4348,335.99,0.0,431.99,191.99,959.97,146.14,0.152,956.32,28,133.91,30.07,0.0,623.98,959.97,0.15223392397679092,0.9961977978478495,0.031323895538402244
4349,190.05,79.19,47.51,0.0,316.75,137.04,0.433,724.54,3,13.776,2.0,1215.5,126.69999999999999,316.75,0.4326440410418311,6.124830307813733,0.006314127861089187
4350,322.28,23.72,284.33,139.79,770.12,125.1,0.162,879.13,28,113.84,20.93,591.63,447.8399999999999,770.1199999999999,0.16244221679738224,1.9097802939801591,0.027177582714382177
4351,341.52,0.0,457.42,199.74,998.68,155.08,0.155,1099.11,14,126.33,33.78,0.0,657.1600000000001,998.6800000000001,0.15528497616854248,1.100562742820523,0.033824648536067606
4352,255.86,80.68,147.53,53.78,537.85,167.92,0.312,760.27,28,71.43,9.32,1069.45,281.99,537.85,0.31220600539183785,3.401915032072139,0.01732825137120015
4353,343.29,0.0,441.38,196.17,980.84,141.24,0.144,951.5,3,56.63,34.03,0.0,637.55,980.8399999999999,0.14399902124709435,0.9700868643203785,0.03469475143754333
4354,283.29,50.65,205.97,101.63,641.54,140.49,0.219,813.79,7,68.652,14.37,968.68,358.25,641.54,0.21898868348037537,2.7784237927486983,0.02239922686036724
4355,275.92,57.01,189.93,94.49,617.36,121.44,0.197,756.6,14,88.439,14.11,913.51,341.43,617.35,0.19671175184255282,2.705288734105451,0.02285575443427553
4356,342.28,0.0,440.07,195.59,977.94,149.89,0.153,1030.29,28,138.27,34.44,0.0,635.66,977.9399999999999,0.1532711618299691,1.0535308914657342,0.03521688447143997
4357,193.12,80.47,48.28,0.0,321.87,161.88,0.503,707.37,3,11.292,1.76,1150.64,128.75,321.87,0.502935967937366,5.772547923074534,0.005468046105570572
4358,348.71,0.0,487.52,209.06,1045.29,142.63,0.136,992.27,28,146.56,37.23,0.0,696.5799999999999,1045.29,0.13645017172267984,0.9492772340690143,0.03561691013976982
4359,222.36,90.15,108.17,20.03,440.72,160.53,0.364,731.42,14,49.09,5.14,1229.75,218.35,440.71000000000004,0.36425313698350387,4.450023825191169,0.011662998343581945
4360,286.94,46.13,215.8,105.97,654.84,139.52,0.213,829.35,28,105.91,17.8,921.22,367.9,654.8399999999999,0.21305967870014053,2.6732789689084364,0.02718221244884247
4361,199.68,83.2,49.92,0.0,332.8,151.54,0.455,744.04,3,23.64,3.12,1214.78,133.12,332.8,0.45534855769230764,5.885877403846154,0.009375
4362,240.21,91.95,120.1,28.15,480.42,173.96,0.362,723.07,7,54.302,5.23,1158.22,240.20000000000002,480.41,0.36210736662434173,3.916009242105701,0.010886534418517517
4363,253.96,76.75,169.31,64.35,564.36,123.62,0.219,731.28,14,87.007,12.65,1057.48,310.40999999999997,564.37,0.2190407002498361,3.1694810142282543,0.022414373549267324
4364,327.55,12.33,307.82,152.68,800.38,147.38,0.184,877.39,28,116.92,22.76,792.31,472.83,800.38,0.18413753467103125,2.086134086309003,0.02843649266598366
4365,203.21,84.67,50.8,0.0,338.68,147.39,0.435,768.63,3,19.595,2.79,1218.11,135.47,338.68,0.4351895594661627,5.866127317822132,0.008237864650997993
4366,218.05,96.47,71.35,0.0,385.86,158.66,0.411,770.01,7,36.98,3.14,1249.68,167.82,385.87,0.41117474797211495,5.234120299582761,0.008137455619768317
4367,250.01,78.44,140.22,51.64,520.31,137.12,0.264,737.15,14,69.749,7.91,1110.91,270.3,520.31,0.26353520016912996,3.551844092944591,0.015202475447329479
4368,325.49,15.22,301.13,149.04,790.9,146.24,0.185,821.57,28,116.15,21.06,759.83,465.39,790.88,0.18490795063726484,1.9995448108436173,0.026628565648391663
4369,339.57,0.0,369.9,177.37,886.84,153.07,0.173,912.39,3,51.91,29.31,68.35,547.27,886.8399999999999,0.17260159668034822,1.1058815569888594,0.03304993008885481
4370,213.81,94.81,70.62,0.0,379.24,170.45,0.449,770.38,7,35.528,3.38,1191.22,165.43,379.24,0.44945153464824383,5.172450163484864,0.008912561966037338
4371,257.6,81.34,143.8,52.46,535.21,151.13,0.282,703.19,14,69.342,8.26,1123.19,277.6,535.2,0.282380418535127,3.4125186846038864,0.015433482810164423
4372,339.17,0.0,361.06,175.06,875.29,145.06,0.166,901.17,28,122.5,23.86,120.39,536.12,875.29,0.16572793017171453,1.1671103291480538,0.027259536839219
4373,283.76,49.0,208.72,102.81,644.28,143.71,0.223,797.32,3,49.349,15.43,956.17,360.53000000000003,644.29,0.22305173136320602,2.7215850005432336,0.023948842912353135
4374,220.06,96.73,70.13,0.0,386.91,170.41,0.44,775.75,7,36.249,2.62,1222.27,166.86,386.92,0.44042696164581824,5.163909852165822,0.006771425617698749
4375,343.8,0.0,494.22,209.5,1047.52,139.34,0.133,1079.47,14,132.657,31.75,0.0,703.72,1047.52,0.1330189399725065,1.030500610966855,0.030309683824652513
4376,216.79,97.96,80.29,1.07,396.1,168.43,0.425,749.96,28,40.54,2.8,1222.18,179.32,396.11,0.42521016889247937,4.978768523894877,0.007068743530837393
4377,199.29,83.04,49.82,0.0,332.15,142.2,0.428,758.27,3,19.233,1.92,1220.6,132.86,332.15,0.42811982538009935,5.957760048171007,0.005780520849014
4378,222.65,88.64,111.32,22.68,445.3,164.14,0.369,727.78,7,50.468,5.81,1199.21,222.64,445.28999999999996,0.3686137124121359,4.327494441824429,0.013047676794897708
4379,251.39,82.06,167.59,57.6,558.64,169.62,0.304,780.06,14,80.626,11.25,1085.11,307.25,558.64,0.3036302448804239,3.3387691536588857,0.020138192753830733
4380,350.95,0.0,489.59,210.14,1050.68,154.64,0.147,1017.62,28,146.39,34.99,0.0,699.73,1050.68,0.1471808733391708,0.9685346632656946,0.03330224235733049
4381,343.71,0.0,499.43,210.79,1053.93,140.22,0.133,1015.66,28,149.55,33.33,0.0,710.22,1053.93,0.13304488912925905,0.963688290493676,0.03162449119011699
4382,220.24,97.56,72.43,0.0,390.23,157.93,0.405,772.54,7,37.122,3.5,1170.23,169.99,390.23,0.40471004279527456,4.978525484970402,0.00896906952310176
4383,249.36,86.63,128.81,39.43,504.23,173.96,0.345,719.94,14,62.732,5.76,1166.82,254.87,504.23,0.34500128909426253,3.741863831981437,0.011423358388037205
4384,343.69,0.0,441.88,196.39,981.97,145.14,0.148,1024.84,28,137.56,29.57,0.0,638.27,981.96,0.1478064279604057,1.0436677665078007,0.0301132429019512
4385,200.77,83.65,50.19,0.0,334.61,156.94,0.469,718.51,3,23.27,3.12,1166.34,133.84,334.61,0.46902363946086484,5.63297570305729,0.009324287977047907
4386,339.47,0.0,474.18,203.41,1017.05,151.83,0.149,1030.69,7,94.426,30.59,0.0,677.59,1017.0600000000001,0.14928322812813405,1.0134013725837216,0.030076888285843508
4387,265.89,64.22,177.26,83.5,590.88,125.49,0.212,769.19,14,95.449,12.09,1001.11,324.98,590.87,0.21238174217679015,2.9960905106030093,0.020461353597237972
4388,230.6,89.74,115.3,25.56,461.19,174.68,0.379,745.24,28,52.71,4.9,1193.84,230.6,461.2,0.37875108412836084,4.204423243712055,0.010624457935819603
4389,204.69,85.29,51.17,0.0,341.15,144.67,0.424,771.25,3,28.12,2.96,1247.29,136.46,341.15,0.4240656602667448,5.916869412281987,0.008676535248424447
4390,250.59,80.33,138.29,49.3,518.51,156.64,0.302,731.69,7,59.357,8.64,1147.23,267.92,518.51,0.302096391583576,3.6236909606372105,0.016663130894293266
4391,277.71,55.46,193.83,96.23,623.22,138.58,0.222,809.49,14,98.57,13.23,920.75,345.52000000000004,623.23,0.22235771705469892,2.7762463296054425,0.0212281180302617
4392,337.89,0.0,434.43,193.08,965.41,139.18,0.144,1040.94,28,131.46,31.63,0.0,627.51,965.4,0.1441682204267661,1.078247358607831,0.03276362129687176
4393,199.44,83.1,49.86,0.0,332.4,161.12,0.485,774.37,3,15.843,2.19,1189.5,132.95999999999998,332.4,0.4847172081829122,5.908152827918171,0.006588447653429603
4394,339.66,0.0,436.71,194.09,970.46,137.71,0.142,996.55,28,130.61,31.61,0.0,630.8,970.46,0.1419017785380129,1.0268841580281516,0.03257218226408095
4395,351.59,0.0,452.04,200.91,1004.53,147.26,0.147,991.35,28,138.47,32.04,0.0,652.95,1004.54,0.14659446114639535,0.986869611961694,0.031895195811017976
4396,340.61,0.0,496.08,209.17,1045.87,143.15,0.137,1011.7,28,149.73,37.82,0.0,705.25,1045.8600000000001,0.13687300403495686,0.967337884611707,0.03616162775132426
4397,190.12,79.22,47.53,0.0,316.87,152.42,0.481,779.83,3,7.726,2.51,1160.11,126.75,316.87,0.48101745195190454,6.122195222015337,0.007921229526304162
4398,192.85,80.36,48.21,0.0,321.42,155.12,0.483,794.79,7,14.524,1.91,1231.94,128.57,321.41999999999996,0.48260842511355867,6.305550370232096,0.005942380685707175
4399,212.76,88.65,53.19,0.0,354.6,152.85,0.431,761.06,14,28.674,3.34,1211.29,141.84,354.6,0.43104906937394244,5.562182741116751,0.009419063733784545
4400,217.43,98.3,80.39,0.97,397.09,172.41,0.434,755.96,28,40.49,2.83,1184.49,179.66,397.09000000000003,0.4341836863179631,4.8866755647334355,0.007126847817875041
4401,198.26,82.61,49.56,0.0,330.43,141.04,0.427,796.52,3,17.884,2.25,1219.8,132.17000000000002,330.43,0.4268377568622703,6.102109372635656,0.0068093090821051356
4402,343.61,0.0,380.36,180.99,904.96,152.76,0.169,951.2,7,78.912,30.62,362.27,561.35,904.96,0.16880304101838753,1.4514122171145685,0.03383574964639321
4403,340.54,0.0,478.25,204.7,1023.49,144.49,0.141,1049.35,28,146.91,33.88,0.0,682.95,1023.49,0.14117382680827367,1.0252664901464597,0.03310242405885744
4404,342.17,0.0,352.32,173.62,868.11,153.25,0.177,902.23,28,121.17,25.41,21.62,525.94,868.1100000000001,0.17653292785476493,1.0642084528458373,0.02927048415523378
4405,346.74,0.0,482.23,207.24,1036.21,149.74,0.145,1032.83,3,69.304,33.67,0.0,689.47,1036.21,0.14450738749867306,0.9967381129307765,0.03249341349726407
4406,210.54,87.73,52.64,0.0,350.91,151.22,0.431,782.95,7,29.373,2.52,1249.81,140.37,350.90999999999997,0.43093670741785645,5.792824370921319,0.007181328545780971
4407,221.22,92.53,100.51,14.72,428.98,168.5,0.393,748.14,14,46.179,4.87,1243.77,207.76000000000002,428.98,0.3927922047647909,4.643363326961629,0.011352510606555084
4408,331.86,0.0,386.94,179.7,898.51,138.03,0.154,973.67,28,126.13,27.07,162.62,566.64,898.5,0.15362270450751253,1.2646521981079577,0.030127991096271563
4409,199.76,83.23,49.94,0.0,332.93,140.53,0.422,733.11,3,17.988,2.94,1184.4,133.17000000000002,332.93,0.4221007418976962,5.759498993782477,0.008830685129006097
4410,222.05,94.2,97.58,12.35,426.18,157.62,0.37,734.79,7,45.795,4.43,1227.35,204.13,426.18,0.36984372800225257,4.6040170819841375,0.010394668919236003
4411,254.16,80.95,150.58,53.96,539.65,162.15,0.3,770.41,14,71.987,8.89,1056.82,285.49,539.65,0.30047252849068845,3.385953858982674,0.016473640322431208
4412,335.84,0.0,418.33,188.54,942.72,136.0,0.144,921.14,28,128.75,32.61,298.09,606.87,942.71,0.14426493831613116,1.293324564288063,0.034591762047713505
4413,278.79,50.78,201.39,99.47,630.44,135.06,0.214,825.14,28,103.89,16.75,908.36,351.64,630.4300000000001,0.21423472867725202,2.7497105150452863,0.026569167076439887
4414,219.56,98.99,81.87,1.49,401.9,169.91,0.423,764.46,7,40.74,3.43,1150.44,182.35000000000002,401.91,0.4227563384837401,4.76449951481675,0.00853424896121022
4415,255.59,83.85,138.54,47.53,525.51,163.08,0.31,702.15,14,64.539,7.62,1166.52,269.91999999999996,525.51,0.310327110806645,3.555917109094023,0.014500199805902838
4416,334.16,0.0,429.64,190.95,954.74,149.67,0.157,1044.56,28,133.64,36.59,0.0,620.5899999999999,954.75,0.15676355066771405,1.0940665095574758,0.038324168630531556
4417,194.99,81.25,48.75,0.0,324.99,139.42,0.429,753.12,3,13.082,2.72,1223.06,130.0,324.99,0.42899781531739434,6.080740945875257,0.008369488291947445
4418,220.09,96.84,88.04,5.87,410.83,156.99,0.382,777.26,7,42.782,3.87,1235.71,190.75,410.84000000000003,0.38211955992600527,4.8996446305130945,0.009419725440560802
4419,337.23,0.0,354.43,172.91,864.57,157.73,0.182,990.09,28,121.99,27.31,130.1,527.34,864.57,0.18243751228934613,1.2956614270677909,0.0315879570190962
4420,213.27,94.31,69.66,0.0,377.24,164.72,0.437,736.11,28,36.93,3.37,1151.94,163.97,377.24,0.4366451065634609,5.004904039868519,0.008933305057788145
4421,193.71,80.71,48.43,0.0,322.85,163.1,0.505,779.06,3,12.473,1.89,1170.13,129.14,322.85,0.5051881678798203,6.0374477311444945,0.0058541118166331105
4422,318.67,17.82,290.15,143.29,769.94,138.13,0.179,877.86,7,76.092,21.59,589.8,451.26,769.9300000000001,0.17940592001870298,1.9062252412556981,0.02804151026716714
4423,231.81,89.89,115.91,26.02,463.62,154.23,0.333,744.42,14,53.058,5.93,1194.0,231.82000000000002,463.63,0.3326575070638224,4.180963268123288,0.012790371632551818
4424,250.44,83.13,165.22,55.42,554.21,160.17,0.289,736.05,28,79.37,9.31,1104.45,303.77,554.21,0.28900597246531096,3.320943324732502,0.01679868641850562
4425,195.61,81.5,48.9,0.0,326.01,155.23,0.476,747.55,3,18.062,2.19,1156.9,130.4,326.01,0.4761510383117082,5.841691972638876,0.0067175853501426335
4426,208.88,87.03,52.22,0.0,348.14,152.53,0.438,730.04,7,24.495,2.79,1240.47,139.25,348.13,0.43814092436733404,5.660270588573234,0.008014247551202138
4427,223.64,90.69,108.74,20.11,443.17,147.47,0.333,768.06,14,48.615,6.16,1222.88,219.54000000000002,443.18,0.3327541856581976,4.492395866239451,0.01389954420325827
4428,297.99,40.42,234.53,114.43,687.37,117.81,0.171,753.23,28,108.24,19.44,913.37,389.38,687.37,0.17139240874638115,2.424603925105838,0.028281711450892533
4429,339.72,4.34,332.77,165.95,842.78,156.27,0.185,872.02,28,118.97,23.86,697.86,503.05999999999995,842.78,0.18542205557796818,1.8627399795913526,0.028311065758560953
4430,222.41,90.98,106.17,18.55,438.11,165.19,0.377,771.24,7,48.469,5.33,1151.82,215.70000000000002,438.11,0.37705142544109926,4.3894455730296045,0.01216589441007966
4431,252.28,82.22,158.84,54.82,548.17,154.58,0.282,721.49,14,76.589,10.22,1056.6,295.88,548.16,0.2819979568009341,3.243742702860479,0.01864419147694104
4432,269.81,61.45,179.87,88.44,599.58,139.36,0.232,785.47,28,99.17,14.88,981.83,329.76,599.5699999999999,0.23243324382474112,2.9476124555931755,0.02481778608002402
4433,341.57,0.0,439.16,195.18,975.91,141.64,0.145,1017.37,28,136.97,29.48,0.0,634.34,975.9100000000001,0.14513633429312126,1.0424834257257327,0.03020770357922349
4434,208.8,87.0,52.2,0.0,348.0,144.73,0.416,789.46,7,25.188,2.17,1243.68,139.2,348.0,0.4158908045977011,5.84235632183908,0.0062356321839080455
4435,338.99,5.08,330.86,164.92,839.86,155.14,0.185,811.01,28,118.79,21.22,700.92,500.86,839.85,0.18472346252306956,1.8002381377626955,0.025266416622015835
4436,258.92,81.17,146.91,54.11,541.11,165.99,0.307,764.29,28,70.5,10.08,1119.32,282.19,541.11,0.3067583300992405,3.4810112546432332,0.0186283750069302
4437,197.81,82.42,49.45,0.0,329.68,142.86,0.433,790.49,3,20.379,2.99,1181.27,131.87,329.68,0.4333292890075225,5.980829895656394,0.009069400630914827
4438,220.34,89.05,107.9,20.37,437.65,145.85,0.333,763.21,7,49.308,6.04,1176.23,217.32,437.65999999999997,0.3332495544486588,4.431385093451538,0.0138006671845725
4439,256.76,81.71,171.17,60.94,570.57,165.28,0.29,749.23,14,81.218,11.5,1005.94,313.82,570.5799999999999,0.28967016018787906,3.0761155315643736,0.02015493007115567
4440,287.36,46.17,216.16,106.14,655.83,139.63,0.213,810.04,28,105.92,15.62,948.23,368.46999999999997,655.8299999999999,0.21290578351097084,2.680984401445497,0.023817147736456094
4441,201.39,83.91,50.35,0.0,335.64,141.3,0.421,786.3,3,24.468,2.13,1153.16,134.26,335.65,0.42097422910770155,5.778221361537316,0.006345896022642634
4442,229.19,88.81,114.59,25.78,458.37,173.55,0.379,720.39,7,49.877,5.04,1154.0,229.18,458.37,0.37862425551410434,4.089251041734843,0.010995483997643826
4443,252.08,78.15,168.05,61.89,560.17,146.5,0.262,783.99,14,85.245,12.25,1039.45,308.09000000000003,560.1700000000001,0.26152775050431115,3.2551546851848543,0.02186836139029223
4444,351.61,0.0,452.07,200.92,1004.6,143.85,0.143,966.59,28,137.61,31.91,0.0,652.99,1004.6,0.14319131992832967,0.9621640453912005,0.03176388612383038
4445,188.08,78.37,47.02,0.0,313.47,156.9,0.501,746.45,3,11.571,2.27,1231.74,125.39000000000001,313.47,0.500526366159441,6.310619836028966,0.007241522314735062
4446,343.81,0.0,368.47,178.07,890.34,159.8,0.179,912.04,28,122.77,26.27,363.98,546.54,890.3499999999999,0.17947997978323135,1.4331667321839727,0.029505250744089405
4447,256.79,82.51,155.78,55.01,550.09,170.96,0.311,752.63,14,71.858,10.2,1117.52,293.3,550.09,0.3107855078259921,3.399716410041993,0.018542420331218525
4448,349.6,0.0,449.48,199.77,998.84,151.04,0.151,988.62,28,139.22,33.52,0.0,649.25,998.85,0.15121389598037743,0.9897582219552485,0.03355859238123843
4449,341.19,0.0,464.27,201.37,1006.83,145.34,0.144,998.28,28,144.45,33.66,0.0,665.64,1006.8299999999999,0.14435406175819157,0.9915080003575579,0.03343166175024582
4450,220.08,97.76,73.21,0.0,391.06,173.08,0.443,717.52,7,35.482,2.94,1192.44,170.97,391.05,0.4426032476665388,4.884183608234241,0.0075182201764480245
4451,255.52,80.1,144.98,53.4,534.0,142.52,0.267,756.45,14,70.269,8.38,1071.34,278.47999999999996,534.0,0.26689138576779026,3.422827715355805,0.01569288389513109
4452,279.35,50.41,202.45,99.94,632.15,129.97,0.206,751.92,28,104.05,16.65,965.2,352.79999999999995,632.15,0.20559993672387883,2.7163173297476866,0.026338685438582615
4453,351.46,0.0,452.45,200.98,1004.89,141.66,0.141,1020.56,28,140.1,40.04,0.0,653.43,1004.8899999999999,0.14097065350436366,1.0155937465792277,0.03984515718138304
4454,332.66,0.0,367.68,175.09,875.43,145.11,0.166,993.0,28,124.0,27.15,250.26,542.77,875.4300000000001,0.16575854151674035,1.4201706589904388,0.031013330591823443
4455,309.81,25.09,269.66,132.32,736.88,123.32,0.167,801.76,14,101.151,20.49,689.16,427.07,736.88,0.167354250352839,2.023287373792205,0.027806427098034957
4456,332.62,0.0,384.43,179.26,896.31,149.58,0.167,960.34,28,125.78,29.13,22.6,563.69,896.3100000000001,0.16688422532382768,1.0966518280505628,0.0324999163235934
4457,196.76,81.98,49.19,0.0,327.93,153.88,0.469,789.55,3,15.542,2.45,1235.04,131.17000000000002,327.93,0.46924648553044856,6.173848077333577,0.007471106638611899
4458,220.54,98.21,74.09,0.0,392.84,176.4,0.449,795.64,7,37.721,3.89,1236.73,172.3,392.84000000000003,0.44903777619387025,5.173531208634558,0.009902250280012218
4459,236.95,88.6,118.47,29.87,473.89,172.33,0.364,738.63,14,56.354,4.92,1174.48,236.94,473.89,0.3636497921458567,4.037033910823188,0.010382156196585706
4460,250.79,85.86,131.22,41.48,509.34,176.24,0.346,735.01,28,63.81,6.86,1173.23,258.56,509.35,0.34600962010405417,3.746421910277805,0.013468145675861392
4461,288.25,50.2,211.43,104.19,654.08,121.25,0.185,781.55,28,104.65,17.42,935.52,365.82,654.0699999999999,0.18537771186570245,2.625208311037045,0.026633234974849793
4462,332.47,0.0,425.08,189.39,946.93,133.89,0.141,909.55,7,80.909,28.45,77.6,614.47,946.94,0.14139227406171456,1.042463091642554,0.0300441421842989
4463,253.12,86.78,132.27,41.68,513.85,179.11,0.349,709.37,14,61.509,7.56,1166.29,260.73,513.85,0.3485647562518245,3.65020920502092,0.014712464727060426
4464,347.34,0.0,504.7,213.01,1065.04,157.42,0.148,1076.72,28,149.55,40.19,0.0,717.71,1065.05,0.14780526735834,1.0109572320548332,0.03773531759072344
4465,329.41,0.0,403.63,183.26,916.3,147.71,0.161,927.08,3,52.862,32.71,26.74,586.89,916.3,0.16120266288333518,1.0409472880061117,0.03569791552984831
4466,227.14,95.7,101.46,13.83,438.14,153.34,0.35,703.99,7,46.314,4.06,1247.02,210.99,438.13,0.3499874466482551,4.453039052336065,0.009266656015337913
4467,333.48,0.0,419.72,188.3,941.49,145.58,0.155,921.91,14,114.969,29.99,393.59,608.02,941.5,0.15462559745087628,1.397238449283059,0.0318534253850239
4468,344.45,0.0,377.86,180.58,902.89,162.72,0.18,972.11,28,123.7,24.4,32.95,558.44,902.8900000000001,0.18022128941510038,1.1131588565605999,0.027024332975223997
4469,189.04,78.76,47.26,0.0,315.06,153.09,0.486,775.84,3,10.421,2.38,1158.71,126.02000000000001,315.06,0.4859074462007237,6.140258998286042,0.007554116676188662
4470,227.15,97.73,96.39,10.11,431.38,167.92,0.389,755.16,7,44.689,3.42,1165.89,204.23000000000002,431.38,0.3892623672863832,4.45326626176457,0.007928044879224813
4471,223.71,99.51,86.8,3.99,414.01,166.56,0.402,685.89,14,41.929,3.08,1234.04,190.3,414.01,0.4023091229680443,4.637400062800415,0.007439433830100722
4472,343.66,0.0,458.94,200.65,1003.25,156.37,0.156,1004.01,28,142.98,37.9,0.0,659.59,1003.25,0.15586344380762523,1.000757538001495,0.03777722402192873
4473,190.54,79.39,47.63,0.0,317.56,150.82,0.475,755.42,3,9.26,2.32,1185.13,127.02000000000001,317.56,0.4749338707645799,6.110813704496788,0.007305706008313389
4474,286.66,47.83,213.18,104.85,652.52,142.53,0.218,827.56,28,105.34,15.06,906.09,365.86,652.52,0.21843008643413228,2.65685342977993,0.02307975234475572
